MODEL,MAKE,MODEL,VEHICLE CLASS,ENGINE SIZE,CYLINDERS,TRANSMISSION,FUEL,FUEL CONSUMPTION*,,,,CO2 EMISSIONS 
YEAR,,# = high output engine,,(L),,,TYPE,CITY (L/100 km),HWY (L/100 km),COMB (L/100 km),COMB (mpg),(g/km)
2009,GMC,YUKON FFV,SUV,5.3,8,A6,X,16.7,11.5,14.4,20,331
2009,GMC,YUKON FFV,SUV,5.3,8,A6,E,22.7,15.5,19.5,14,312
2009,GMC,YUKON HYBRID,SUV,6,8,AV,X,11.2,10.9,11,26,253
2009,GMC,YUKON HYBRID 4X4,SUV,6,8,AV,X,11.9,11.5,11.8,24,271
2009,GMC,YUKON XFE FFV,SUV,5.3,8,A6,X,16,11,13.7,21,315
2009,GMC,YUKON XFE FFV,SUV,5.3,8,A6,E,21.1,14.2,18,16,288
2009,GMC,YUKON XL,SUV,5.3,8,A6,X,16.7,11.5,14.4,20,331
2009,GMC,YUKON XL,SUV,6,8,A6,X,17.3,11.9,14.9,19,343
2009,GMC,YUKON XL FFV,SUV,5.3,8,A6,X,16.7,11.5,14.4,20,331
2009,GMC,YUKON XL FFV,SUV,5.3,8,A6,E,22.7,15.5,19.5,14,312
2009,HONDA,ACCORD 2DR COUPE,COMPACT,2.4,4,A5,X,11.3,7.8,9.7,29,223
2009,HONDA,ACCORD 2DR COUPE,COMPACT,2.4,4,M5,X,10.8,7.6,9.4,30,216
2009,HONDA,ACCORD 2DR COUPE,COMPACT,3.5,6,A5,X,12.5,8.2,10.5,27,242
2009,HONDA,ACCORD 2DR COUPE,COMPACT,3.5,6,M6,X,14.2,9.3,11.9,24,274
2009,HONDA,ACCORD 4DR SEDAN,FULL-SIZE,2.4,4,A5,X,11.3,7.8,9.7,29,223
2009,HONDA,ACCORD 4DR SEDAN,FULL-SIZE,2.4,4,M5,X,10.8,7.6,9.4,30,216
2009,HONDA,ACCORD 4DR SEDAN,FULL-SIZE,3.5,6,A5,X,12.5,8,10.4,27,239
2009,HONDA,CIVIC,SUBCOMPACT,1.8,4,A5,X,9.5,6.8,8.3,34,191
2009,HONDA,CIVIC,SUBCOMPACT,1.8,4,M5,X,8.6,6.5,7.7,37,177
2009,HONDA,CIVIC,SUBCOMPACT,2,4,M6,Z,11.6,8.1,10,28,230
2009,HONDA,CIVIC HYBRID,COMPACT,1.3,4,AV,X,5.8,5.2,5.5,51,127
2009,HONDA,CR-V,SUV,2.4,4,A5,X,11.7,8.7,10.3,27,237
2009,HONDA,CR-V AWD,SUV,2.4,4,A5,X,12.1,9.3,10.8,26,248
2009,HONDA,ELEMENT,SUV,2.4,4,A5,X,11.9,9.6,10.9,26,251
2009,HONDA,ELEMENT AWD,SUV,2.4,4,A5,X,12.5,9.8,11.3,25,260
2009,HONDA,FIT,STATION WAGON - SMALL,1.5,4,A5,X,8.3,6.6,7.5,38,173
2009,HONDA,FIT,STATION WAGON - SMALL,1.5,4,M5,X,8.4,6.8,7.7,37,177
2009,HONDA,ODYSSEY,MINIVAN,3.5,6,A5,X,14.9,10.1,12.7,22,292
2009,HONDA,ODYSSEY EX-L/TOURING,MINIVAN,3.5,6,A5,X,13.8,9.3,11.8,24,271
2009,HONDA,PILOT,SUV,3.5,6,A5,X,14.3,10.3,12.5,23,288
2009,HONDA,PILOT AWD,SUV,3.5,6,A5,X,14.7,10.7,12.9,22,297
2009,HONDA,RIDGELINE AWD,PICKUP TRUCK - STANDARD,3.5,6,A5,X,15.7,11.5,13.9,20,320
2009,HONDA,S2000,TWO-SEATER,2.2,4,M6,Z,13.3,9.9,11.8,24,271
2009,HUMMER,H3 4X4,SUV,3.7,5,A4,X,16.4,12.9,14.8,19,340
2009,HUMMER,H3 4X4,SUV,3.7,5,M5,X,16.7,12.8,14.9,19,343
2009,HUMMER,H3 4X4,SUV,5.3,8,A4,X,18.1,14.7,16.6,17,382
2009,HUMMER,H3T 4X4,PICKUP TRUCK - STANDARD,3.7,5,A4,X,16.4,12.9,14.8,19,340
2009,HUMMER,H3T 4X4,PICKUP TRUCK - STANDARD,3.7,5,M5,X,16.7,12.8,14.9,19,343
2009,HUMMER,H3T 4X4,PICKUP TRUCK - STANDARD,5.3,8,A4,X,18.2,14.9,16.7,17,384
2009,HYUNDAI,ACCENT,COMPACT,1.6,4,A4,X,9.2,6.7,8.1,35,186
2009,HYUNDAI,ACCENT,COMPACT,1.6,4,M5,X,8.6,7.2,8,35,184
2009,HYUNDAI,AZERA,FULL-SIZE,3.8,6,AS5,X,13.7,9.3,11.7,24,269
2009,HYUNDAI,ELANTRA,MID-SIZE,2,4,A4,X,9.5,7.2,8.4,34,193
2009,HYUNDAI,ELANTRA,MID-SIZE,2,4,M5,X,9.7,7.2,8.6,33,198
2009,HYUNDAI,ELANTRA TOURING,STATION WAGON - SMALL,2,4,A4,X,10,7.8,9,31,207
2009,HYUNDAI,ELANTRA TOURING,STATION WAGON - SMALL,2,4,M5,X,10.2,7.6,9.1,31,209
2009,HYUNDAI,ENTOURAGE,MINIVAN,3.8,6,AS5,X,14.8,10.4,12.8,22,294
2009,HYUNDAI,GENESIS,FULL-SIZE,3.8,6,AS6,X,12.9,8.6,10.9,26,251
2009,HYUNDAI,GENESIS,FULL-SIZE,4.6,8,AS6,Z,14.2,9.6,12.1,23,278
2009,HYUNDAI,SANTA FE,SUV,2.7,6,AS4,X,12.9,9.8,11.5,25,265
2009,HYUNDAI,SANTA FE,SUV,2.7,6,M5,X,13.6,9.8,11.9,24,274
2009,HYUNDAI,SANTA FE,SUV,3.3,6,AS5,X,13.7,9.9,12,24,276
2009,HYUNDAI,SANTA FE 4X4,SUV,3.3,6,AS5,X,14.2,9.9,12.3,23,283
2009,HYUNDAI,SONATA,FULL-SIZE,2.4,4,AS5,X,10.9,7.4,9.3,30,214
2009,HYUNDAI,SONATA,FULL-SIZE,2.4,4,M5,X,11.1,7.4,9.4,30,216
2009,HYUNDAI,SONATA,FULL-SIZE,3.3,6,AS5,X,12.2,8.2,10.4,27,239
2009,HYUNDAI,TUCSON,SUV,2,4,AS4,X,11.6,9.5,10.6,27,244
2009,HYUNDAI,TUCSON,SUV,2,4,M5,X,11.9,9,10.6,27,244
2009,HYUNDAI,TUCSON,SUV,2.7,6,AS4,X,12.8,9.9,11.5,25,265
2009,HYUNDAI,TUCSON 4X4,SUV,2.7,6,AS4,X,13.1,10.4,11.9,24,274
2009,HYUNDAI,VERACRUZ,SUV,3.8,6,AS6,X,15,10.3,12.9,22,297
2009,HYUNDAI,VERACRUZ 4X4,SUV,3.8,6,AS6,X,15.5,10.6,13.3,21,306
2009,INFINITI,EX35 AWD,SUV,3.5,6,AS5,Z,14.5,10.1,12.5,23,288
2009,INFINITI,FX35 AWD,SUV,3.5,6,AS7,Z,14.9,11,13.1,22,301
2009,INFINITI,FX50 AWD,SUV,5,8,AS7,Z,16.3,11.9,14.3,20,329
2009,INFINITI,G37,MID-SIZE,3.7,6,AS7,Z,13.2,9,11.3,25,260
2009,INFINITI,G37 COUPE,SUBCOMPACT,3.7,6,AS7,Z,13.2,9,11.3,25,260
2009,INFINITI,G37 COUPE SPORT,SUBCOMPACT,3.7,6,M6,Z,13.7,9.3,11.7,24,269
2009,INFINITI,G37 SPORT,MID-SIZE,3.7,6,M6,Z,13.7,9.3,11.7,24,269
2009,INFINITI,G37X AWD,MID-SIZE,3.7,6,AS7,Z,13.3,9.3,11.5,25,265
2009,INFINITI,G37X AWD COUPE,SUBCOMPACT,3.7,6,AS7,Z,13.3,9.3,11.5,25,265
2009,INFINITI,M35,FULL-SIZE,3.5,6,AS7,Z,14.2,9.6,12.1,23,278
2009,INFINITI,M35X,FULL-SIZE,3.5,6,AS5,Z,14.9,10.7,13,22,299
2009,INFINITI,M45,FULL-SIZE,4.5,8,AS5,Z,15.1,11.1,13.3,21,306
2009,INFINITI,M45X,FULL-SIZE,4.5,8,AS5,Z,16.8,12,14.6,19,336
2009,INFINITI,QX56 4WD,SUV,5.6,8,A5,Z,19.1,13.8,16.8,17,386
2009,JAGUAR,SUPER V8 #,FULL-SIZE,4.2,8,A6,Z,15.5,10.7,13.4,21,308
2009,JAGUAR,VANDEN PLAS,FULL-SIZE,4.2,8,A6,Z,14.6,9.6,12.3,23,283
2009,JAGUAR,XF,MID-SIZE,4.2,8,A6,Z,14.9,9.5,12.5,23,288
2009,JAGUAR,XF SUPERCHARGED #,MID-SIZE,4.2,8,A6,Z,16.2,10.3,13.5,21,311
2009,JAGUAR,XJ8,COMPACT,4.2,8,A6,Z,14.4,9.5,12.2,23,281
2009,JAGUAR,XJ8L,FULL-SIZE,4.2,8,A6,Z,14.4,9.5,12.2,23,281
2009,JAGUAR,XJR #,COMPACT,4.2,8,A6,Z,15.5,10.7,13.4,21,308
2009,JAGUAR,XK,MINICOMPACT,4.2,8,A6,Z,14.7,9.5,12.3,23,283
2009,JAGUAR,XK CONVERTIBLE,MINICOMPACT,4.2,8,A6,Z,14.7,9.5,12.3,23,283
2009,JAGUAR,XKR #,MINICOMPACT,4.2,8,A6,Z,15.3,10.4,13.1,22,301
2009,JAGUAR,XKR CONVERTIBLE #,MINICOMPACT,4.2,8,A6,Z,15.3,10.4,13.1,22,301
2009,JEEP,COMMANDER 4X4,SUV,3.7,6,A5,X,16.3,12.5,14.6,19,336
2009,JEEP,COMMANDER 4X4 (MDS),SUV,5.7,8,A5,X,17.4,12.5,15.2,19,350
2009,JEEP,COMMANDER 4X4 FFV,SUV,4.7,8,A5,X,17.3,12.7,15.2,19,350
2009,JEEP,COMMANDER 4X4 FFV,SUV,4.7,8,A5,E,23.2,17.3,20.5,14,328
2009,JEEP,COMPASS,SUV,2,4,AV,X,10.3,8.7,9.6,29,221
2009,JEEP,COMPASS,SUV,2.4,4,AV,X,11.1,9.5,10.4,27,239
2009,JEEP,COMPASS,SUV,2.4,4,M5,X,10.2,8.5,9.4,30,216
2009,JEEP,COMPASS 4X4,SUV,2.4,4,AV,X,11.3,9.7,10.6,27,244
2009,JEEP,COMPASS 4X4,SUV,2.4,4,M5,X,10.4,8.6,9.6,29,221
2009,JEEP,GRAND CHEROKEE 4X4,SUV,3.7,6,A5,X,15.5,11.9,13.9,20,320
2009,JEEP,GRAND CHEROKEE 4X4 (MDS),SUV,5.7,8,A5,X,17.2,12.5,15.1,19,347
2009,JEEP,GRAND CHEROKEE 4X4 FFV,SUV,4.7,8,A5,X,17.3,12.7,15.2,19,350
2009,JEEP,GRAND CHEROKEE 4X4 FFV,SUV,4.7,8,A5,E,23.2,17.3,20.5,14,328
2009,JEEP,GRAND CHEROKEE 4X4 SRT8,SUV,6.1,8,A5,Z,21.1,16.7,19.1,15,439
2009,JEEP,LIBERTY 4X4,SUV,3.7,6,A4,X,15.6,11.4,13.7,21,315
2009,JEEP,PATRIOT,SUV,2,4,AV,X,10.3,8.7,9.6,29,221
2009,JEEP,PATRIOT,SUV,2.4,4,AV,X,11.1,9.5,10.4,27,239
2009,JEEP,PATRIOT,SUV,2.4,4,M5,X,10.2,8.5,9.4,30,216
2009,JEEP,PATRIOT 4X4,SUV,2.4,4,AV,X,11.3,9.7,10.6,27,244
2009,JEEP,PATRIOT 4X4,SUV,2.4,4,M5,X,10.4,8.6,9.6,29,221
2009,JEEP,PATRIOT 4X4 TRAIL RATED,SUV,2.4,4,AV,X,12,11.1,11.6,24,267
2009,JEEP,WRANGLER 4X4,SUV,3.8,6,A4,X,16,12.3,14.3,20,329
2009,JEEP,WRANGLER 4X4,SUV,3.8,6,M6,X,15.7,12.7,14.4,20,331
2009,KIA,AMANTI,FULL-SIZE,3.8,6,AS5,X,14.2,9.7,12.2,23,281
2009,KIA,BORREGO 4X4,SUV,3.8,6,AS5,X,14.6,11.1,13,22,299
2009,KIA,BORREGO 4X4,SUV,4.6,8,AS6,X,16.1,11.4,14,20,322
2009,KIA,MAGENTIS,MID-SIZE,2.4,4,AS5,X,10.8,7.4,9.3,30,214
2009,KIA,MAGENTIS,MID-SIZE,2.4,4,M5,X,10.8,7.4,9.3,30,214
2009,KIA,MAGENTIS,MID-SIZE,2.7,6,AS5,X,11.9,8.3,10.3,27,237
2009,KIA,RIO,COMPACT,1.6,4,A4,X,8.9,6.7,8,35,184
2009,KIA,RIO,COMPACT,1.6,4,M5,X,8.5,7.1,7.9,36,182
2009,KIA,RONDO,STATION WAGON - MID-SIZE,2.4,4,AS4,X,12,8.9,10.6,27,244
2009,KIA,RONDO,STATION WAGON - MID-SIZE,2.7,6,AS5,X,13,9.1,11.3,25,260
2009,KIA,SEDONA,MINIVAN,3.8,6,AS5,X,14.8,10.4,12.8,22,294
2009,KIA,SORENTO 4X4,SUV,3.3,6,AS5,X,15.6,10.9,13.5,21,311
2009,KIA,SORENTO 4X4,SUV,3.8,6,AS5,X,15.6,11.5,13.8,20,317
2009,KIA,SPECTRA,MID-SIZE,2,4,A4,X,9.9,7.4,8.8,32,202
2009,KIA,SPECTRA,MID-SIZE,2,4,M5,X,10.1,7.8,9.1,31,209
2009,KIA,SPORTAGE,SUV,2,4,AS4,X,11.6,9.5,10.6,27,244
2009,KIA,SPORTAGE,SUV,2,4,M5,X,11.7,9.3,10.6,27,244
2009,KIA,SPORTAGE,SUV,2.7,6,AS4,X,12.8,10.1,11.5,25,265
2009,KIA,SPORTAGE 4X4,SUV,2,4,M5,X,12.2,9.8,11.2,25,258
2009,KIA,SPORTAGE 4X4,SUV,2.7,6,AS4,X,13.2,10.4,11.9,24,274
2009,LAMBORGHINI,GALLARDO,TWO-SEATER,5.2,10,AS6,Z,18,12.8,15.6,18,359
2009,LAMBORGHINI,GALLARDO,TWO-SEATER,5.2,10,M6,Z,20.6,13.5,17.4,16,400
2009,LAMBORGHINI,GALLARDO SPYDER,TWO-SEATER,5.2,10,AS6,Z,18.1,12.8,15.7,18,361
2009,LAMBORGHINI,GALLARDO SPYDER,TWO-SEATER,5.2,10,M6,Z,20.4,13.8,17.5,16,403
2009,LAMBORGHINI,MURCIELAGO,TWO-SEATER,6.5,12,AS6,Z,26.3,16.2,21.8,13,501
2009,LAMBORGHINI,MURCIELAGO,TWO-SEATER,6.5,12,M6,Z,28.3,18.4,23.8,12,547
2009,LAMBORGHINI,MURCIELAGO ROADSTER,TWO-SEATER,6.5,12,AS6,Z,26.3,16.2,21.8,13,501
2009,LAMBORGHINI,MURCIELAGO ROADSTER,TWO-SEATER,6.5,12,M6,Z,28.3,18.4,23.8,12,547
2009,LAND ROVER,LR2 SE 4X4,SUV,3.2,6,AS6,X,15.7,10.7,13.5,21,311
2009,LAND ROVER,LR3 V6 4X4,SUV,4,6,AS6,Z,19,13.3,16.4,17,377
2009,LAND ROVER,LR3 V8 4X4,SUV,4.4,8,AS6,Z,19,13.5,16.5,17,380
2009,LAND ROVER,RANGE ROVER 4X4,SUV,4.4,8,AS6,Z,19.1,13.1,16.4,17,377
2009,LAND ROVER,RANGE ROVER SC 4X4 #,SUV,4.2,8,AS6,Z,19.6,13.4,16.8,17,386
2009,LAND ROVER,RANGE ROVER SPORT 4X4,SUV,4.4,8,AS6,Z,19,12.9,16.3,17,375
2009,LAND ROVER,RANGE ROVER SPORT SC 4X4 #,SUV,4.2,8,AS6,Z,19.6,13.4,16.8,17,386
2009,LEXUS,ES 350,MID-SIZE,3.5,6,AS6,Z,12.3,8.6,10.6,27,244
2009,LEXUS,GS 350,MID-SIZE,3.5,6,AS6,Z,12.3,8.8,10.7,26,246
2009,LEXUS,GS 350 AWD,MID-SIZE,3.5,6,AS6,Z,13.1,9.5,11.5,25,265
2009,LEXUS,GS 450H,COMPACT,3.5,6,AS6,Z,10,9.3,9.7,29,223
2009,LEXUS,GS 460,MID-SIZE,4.6,8,AS8,Z,13.9,9.6,12,24,276
2009,LEXUS,GX 470,SUV,4.7,8,A5,Z,17,13.4,15.4,18,354
2009,LEXUS,IS 250,SUBCOMPACT,2.5,6,AS6,Z,11.2,8.1,9.8,29,225
2009,LEXUS,IS 250,SUBCOMPACT,2.5,6,M6,Z,12.9,8.9,11.1,25,255
2009,LEXUS,IS 250 AWD,SUBCOMPACT,2.5,6,AS6,Z,11.9,9,10.6,27,244
2009,LEXUS,IS 350,SUBCOMPACT,3.5,6,AS6,Z,12.3,9.3,11,26,253
2009,LEXUS,IS F,SUBCOMPACT,5,8,AS8,Z,14.6,10.1,12.5,23,288
2009,LEXUS,LS 460,MID-SIZE,4.6,8,AS8,Z,14.5,9.7,12.3,23,283
2009,LEXUS,LS 460 AWD,MID-SIZE,4.6,8,AS8,Z,15.1,10.3,12.9,22,297
2009,LEXUS,LS 460 L,MID-SIZE,4.6,8,AS8,Z,14.5,9.7,12.3,23,283
2009,LEXUS,LS 460 L AWD,MID-SIZE,4.6,8,AS8,Z,15.1,10.3,12.9,22,297
2009,LEXUS,LS 600HL,MID-SIZE,5,8,AS8,Z,12,10.7,11.4,25,262
2009,LEXUS,LX 570,SUV,5.7,8,AS6,Z,18.9,13.4,16.4,17,377
2009,LEXUS,RX 350 AWD,SUV,3.5,6,A5,Z,13.9,10.6,12.4,23,285
2009,LEXUS,SC 430,MINICOMPACT,4.3,8,AS6,Z,14.5,10.4,12.6,22,290
2009,LINCOLN,MKS,FULL-SIZE,3.7,6,AS6,X,14,9.9,12.2,23,281
2009,LINCOLN,MKS AWD,FULL-SIZE,3.7,6,AS6,X,14.5,10.4,12.6,22,290
2009,LINCOLN,MKX AWD,SUV,3.5,6,A6,X,15.2,10.7,13.2,21,304
2009,LINCOLN,MKZ,MID-SIZE,3.5,6,A6,X,13.2,8.6,11.1,25,255
2009,LINCOLN,MKZ AWD,MID-SIZE,3.5,6,A6,X,14.3,9.8,12.3,23,283
2009,LINCOLN,TOWN CAR FFV,FULL-SIZE,4.6,8,A4,X,15,10.2,12.8,22,294
2009,LINCOLN,TOWN CAR FFV,FULL-SIZE,4.6,8,A4,E,20,13.6,17.1,17,274
2009,MASERATI,GRANTURISMO,SUBCOMPACT,4.2,8,AS6,Z,20,12.1,16.4,17,377
2009,MASERATI,QUATTROPORTE,FULL-SIZE,4.2,8,AS6,Z,20,13.4,17,17,391
2009,MAZDA,B2300,PICKUP TRUCK - SMALL,2.3,4,A5,X,12,9.8,11,26,253
2009,MAZDA,B2300,PICKUP TRUCK - SMALL,2.3,4,M5,X,11.3,8.9,10.2,28,235
2009,MAZDA,B4000,PICKUP TRUCK - SMALL,4,6,A5,X,15,11.4,13.4,21,308
2009,MAZDA,B4000,PICKUP TRUCK - SMALL,4,6,M5,X,15.6,11.4,13.7,21,315
2009,MAZDA,B4000 4X4,PICKUP TRUCK - SMALL,4,6,A5,X,16.9,13.3,15.3,18,352
2009,MAZDA,B4000 4X4,PICKUP TRUCK - SMALL,4,6,M5,X,16,12.6,14.4,20,331
2009,MAZDA,CX-7 4X4 TURBO,SUV,2.3,4,AS6,Z,14.3,10.7,12.7,22,292
2009,MAZDA,CX-7 TURBO,SUV,2.3,4,AS6,Z,13.4,10.3,12,24,276
2009,MAZDA,CX-9,SUV,3.7,6,AS6,X,15,10.7,13.1,22,301
2009,MAZDA,CX-9 4X4,SUV,3.7,6,AS6,X,15.6,11.3,13.7,21,315
2009,MAZDA,MAZDA3,COMPACT,2,4,AS4,X,10.4,7.6,9.2,31,212
2009,MAZDA,MAZDA3,COMPACT,2,4,M5,X,9.7,7.3,8.6,33,198
2009,MAZDA,MAZDA3,COMPACT,2.3,4,AS5,X,10.9,8.1,9.6,29,221
2009,MAZDA,MAZDA3,COMPACT,2.3,4,M5,X,10.5,8,9.4,30,216
2009,MAZDA,MAZDA5,MINIVAN,2.3,4,AS5,X,11.3,8.6,10.1,28,232
2009,MAZDA,MAZDA5,MINIVAN,2.3,4,M5,X,11,8.3,9.8,29,225
2009,MAZDA,MAZDA6,MID-SIZE,2.5,4,AS5,X,11.1,8,9.7,29,223
2009,MAZDA,MAZDA6,MID-SIZE,2.5,4,M6,X,11.8,8.2,10.2,28,235
2009,MAZDA,MAZDA6,MID-SIZE,3.7,6,AS6,X,13.6,9.5,11.8,24,271
2009,MAZDA,MAZDASPEED3 TURBO,MID-SIZE,2.3,4,M6,Z,13.3,9,11.4,25,262
2009,MAZDA,RX-8,SUBCOMPACT,1.3,2,AS6,Z,14.9,10.5,12.9,22,297
2009,MAZDA,RX-8,SUBCOMPACT,1.3,2,M6,Z,14.4,10.9,12.8,22,294
2009,MAZDA,TRIBUTE,SUV,2.5,4,A6,X,11.5,8.6,10.2,28,235
2009,MAZDA,TRIBUTE,SUV,2.5,4,M5,X,10.5,8.6,9.7,29,223
2009,MAZDA,TRIBUTE,SUV,3,6,A6,X,13,9.1,11.3,25,260
2009,MAZDA,TRIBUTE AWD,SUV,2.5,4,A6,X,12.3,9.4,11,26,253
2009,MAZDA,TRIBUTE AWD,SUV,3,6,A6,X,13.6,9.8,11.9,24,274
2009,MERCEDES-BENZ,B 200,STATION WAGON - SMALL,2,4,AV,Z,10.5,8.6,9.7,29,223
2009,MERCEDES-BENZ,B 200,STATION WAGON - SMALL,2,4,M5,Z,10.5,8,9.4,30,216
2009,MERCEDES-BENZ,B 200 TURBO,STATION WAGON - SMALL,2,4,AV,Z,10.9,8.8,9.9,29,228
2009,MERCEDES-BENZ,B 200 TURBO,STATION WAGON - SMALL,2,4,M6,Z,11.7,8.2,10.1,28,232
2009,MERCEDES-BENZ,C 230,COMPACT,2.5,6,A7,Z,13,8.9,11.2,25,258
2009,MERCEDES-BENZ,C 230,COMPACT,2.5,6,M6,Z,13.3,8.8,11.3,25,260
2009,MERCEDES-BENZ,C 230 4MATIC,COMPACT,2.5,6,A7,Z,13.4,9.4,11.6,24,267
2009,MERCEDES-BENZ,C 300,COMPACT,3,6,A7,Z,13.2,9.3,11.4,25,262
2009,MERCEDES-BENZ,C 300,COMPACT,3,6,M6,Z,13.2,9.1,11.4,25,262
2009,MERCEDES-BENZ,C 300 (FFV),COMPACT,3,6,A7,Z,13.2,9.3,11.4,25,262
2009,MERCEDES-BENZ,C 300 (FFV),COMPACT,3,6,A7,E,17.7,12.3,15.3,18,245
2009,MERCEDES-BENZ,C 300 4MATIC,COMPACT,3,6,A7,Z,13.5,9.5,11.7,24,269
2009,MERCEDES-BENZ,C 350,COMPACT,3.5,6,A7,Z,13.7,9.5,11.8,24,271
2009,MERCEDES-BENZ,C 350 4MATIC,COMPACT,3.5,6,A7,Z,14,9.7,12.1,23,278
2009,MERCEDES-BENZ,C 63 AMG,COMPACT,6.2,8,AS7,Z,19,12.2,16,18,368
2009,MERCEDES-BENZ,CL 550 4MATIC,COMPACT,5.5,8,A7,Z,16.7,11.2,14.2,20,327
2009,MERCEDES-BENZ,CL 600,COMPACT,5.5,12,A5,Z,21.2,14.1,18,16,414
2009,MERCEDES-BENZ,CL 63 AMG,COMPACT,6.2,8,AS7,Z,20.6,13.1,17.3,16,398
2009,MERCEDES-BENZ,CL 65 AMG,COMPACT,6,12,AS5,Z,21.1,13.8,17.8,16,409
2009,MERCEDES-BENZ,CLK 350,SUBCOMPACT,3.5,6,A7,Z,13.8,9.3,11.8,24,271
2009,MERCEDES-BENZ,CLK 350 CABRIOLET,SUBCOMPACT,3.5,6,A7,Z,13.8,9.3,11.8,24,271
2009,MERCEDES-BENZ,CLK 550,SUBCOMPACT,5.5,8,A7,Z,16.1,10.7,13.7,21,315
2009,MERCEDES-BENZ,CLK 550 CABRIOLET,SUBCOMPACT,5.5,8,A7,Z,16.2,11.1,13.9,20,320
2009,MERCEDES-BENZ,CLK 63 AMG,SUBCOMPACT,6.2,8,AS7,Z,19.9,12.5,16.5,17,380
2009,MERCEDES-BENZ,CLS 550,COMPACT,5.5,8,A7,Z,16.8,11.2,14.3,20,329
2009,MERCEDES-BENZ,CLS 63 AMG,COMPACT,6.2,8,AS7,Z,19.6,13.1,16.7,17,384
2009,MERCEDES-BENZ,E 300 4MATIC,MID-SIZE,3,6,A5,Z,13.9,10.4,12.3,23,283
2009,MERCEDES-BENZ,E 320 BLUETEC,MID-SIZE,3,6,A7,D,10.3,7.3,9,31,243
2009,MERCEDES-BENZ,E 350 4MATIC,MID-SIZE,3.5,6,A5,Z,14.5,10.6,12.7,22,292
2009,MERCEDES-BENZ,E 350 4MATIC WAGON,STATION WAGON - MID-SIZE,3.5,6,A5,Z,14.9,11.1,13.2,21,304
2009,MERCEDES-BENZ,E 550 4MATIC,MID-SIZE,5.5,8,A7,Z,17.6,12.2,15.2,19,350
2009,MERCEDES-BENZ,E 63 AMG,MID-SIZE,6.2,8,AS7,Z,18.1,11.9,15.3,18,352
2009,MERCEDES-BENZ,G 55 AMG #,SUV,5.4,8,A5,Z,21.8,15.7,19,15,437
2009,MERCEDES-BENZ,G 550,SUV,5.5,8,A7,Z,20.6,16.1,18.6,15,428
2009,MERCEDES-BENZ,GL 320 BLUETEC 4MATIC,SUV,3,6,A7,D,13.9,10.4,12.3,23,332
2009,MERCEDES-BENZ,GL 450 4MATIC,SUV,4.7,8,A7,Z,18.2,13.5,16.1,18,370
2009,MERCEDES-BENZ,GL 550 4MATIC,SUV,5.5,8,A7,Z,18.4,13.7,16.3,17,375
2009,MERCEDES-BENZ,MAYBACH 57,FULL-SIZE,5.5,12,A5,Z,23.2,15.1,19.5,14,449
2009,MERCEDES-BENZ,MAYBACH 57S,FULL-SIZE,6,12,A5,Z,23.3,15.1,19.6,14,451
2009,MERCEDES-BENZ,MAYBACH 62,FULL-SIZE,5.5,12,A5,Z,23.2,15.1,19.5,14,449
2009,MERCEDES-BENZ,MAYBACH 62S,FULL-SIZE,6,12,A5,Z,23.3,15.1,19.6,14,451
2009,MERCEDES-BENZ,ML 320 BLUETEC 4MATIC,SUV,3,6,A7,D,13.3,9.7,11.7,24,316
2009,MERCEDES-BENZ,ML 350 4MATIC,SUV,3.5,6,A7,Z,15.9,12,14.1,20,324
2009,MERCEDES-BENZ,ML 550 4MATIC,SUV,5.5,8,A7,Z,17.8,13.1,15.7,18,361
2009,MERCEDES-BENZ,ML 63 AMG,SUV,6.2,8,AS7,Z,22.4,16.3,19.7,14,453
2009,MERCEDES-BENZ,R 320 BLUETEC 4MATIC,SUV,3,6,A7,D,13.1,9.8,11.6,24,313
2009,MERCEDES-BENZ,R 350 4MATIC,SUV,3.5,6,A7,Z,16.1,12.1,14.3,20,329
2009,MERCEDES-BENZ,S 450 4MATIC,FULL-SIZE,4.7,8,A7,Z,15.9,10.6,13.5,21,311
2009,MERCEDES-BENZ,S 550 4MATIC,FULL-SIZE,5.5,8,A7,Z,16.6,11,14.1,20,324
2009,MERCEDES-BENZ,S 600,FULL-SIZE,5.5,12,A5,Z,20.8,13.5,17.5,16,403
2009,MERCEDES-BENZ,S 63 AMG,FULL-SIZE,6.2,8,AS7,Z,20.7,13.1,17.3,16,398
2009,MERCEDES-BENZ,S 65 AMG,FULL-SIZE,6,12,AS5,Z,21.4,14.1,18.1,16,416
2009,MERCEDES-BENZ,SL 550,TWO-SEATER,5.5,8,A7,Z,17.6,11.1,14.6,19,336
2009,MERCEDES-BENZ,SL 600,TWO-SEATER,5.5,12,A5,Z,20.4,13.4,17.2,16,396
2009,MERCEDES-BENZ,SL 63 AMG,TWO-SEATER,6.2,8,AS7,Z,19.8,12.5,16.5,17,380
2009,MERCEDES-BENZ,SL 65 AMG,TWO-SEATER,6,12,AS5,Z,20.4,13.1,17.1,17,393
2009,MERCEDES-BENZ,SLK 300,TWO-SEATER,3,6,A7,Z,12.7,9,11,26,253
2009,MERCEDES-BENZ,SLK 300,TWO-SEATER,3,6,M6,Z,13.4,9.1,11.5,25,265
2009,MERCEDES-BENZ,SLK 350,TWO-SEATER,3.5,6,A7,Z,13.1,9.5,11.5,25,265
2009,MERCEDES-BENZ,SLK 350,TWO-SEATER,3.5,6,M6,Z,14.2,9.5,12.1,23,278
